"StrongsID","Definition","Exegesis","Language","Pronunciation","Transliteration","Unicode"
"H1417","<item>1) something cut,  furrow,  cutting</item><item>1a) a furrow</item><item>1b) cuttings (as a sign of mourning)</item>       ","or <w lemma=""????????"" POS=""ghedoo-daw'"" xlit=""g?dud�h""/>; (feminine) from <w lemma=""??????"" POS=""gaw-dad'"" src=""1413"" xlit=""g�dad""/>;","heb","ghed-ood'","""g?d�wd"" ","""???????"" "
"H1418","<item>1) furrow,  cutting</item><item>1a) a furrow</item><item>1b) cuttings (as a sign of mourning)</item>       ","feminine participle passive of <w lemma=""??????"" POS=""gaw-dad'"" src=""1413"" xlit=""g�dad""/>;","heb","ghed-oo-daw'","""g?d�wd�h"" ","""?????????"" "
"H1419","<item>adj</item><item>1) great</item><item>1a) large (in magnitude and extent)</item><item>1b) in number</item><item>1c) in intensity</item><item>1d) loud (in sound)</item><item>1e) older (in age)</item><item>1f) in importance</item><item>1f1) important things</item><item>1f2) great,  distinguished (of men)</item><item>1f3) God Himself (of God)</item><item>subst</item><item>1g) great things</item><item>1h) haughty things</item><item>1i) greatness</item><item>n pr m</item><item>1j) (CLBL) Haggedolim,  the great man?,  father of Zabdiel</item>       ","or <w lemma=""??????"" POS=""gawdole'"" xlit=""g�d�l""/>; (shortened) from <w lemma=""??????"" POS=""gaw-dal'"" src=""1431"" xlit=""g�dal""/>;","heb","gaw-dole'","""g�d�wl"" ","""???????"" "
"H142","<item>1) to be great,  be majestic,  wide,  noble (poetic)</item><item>1a) (Niphal) majestic,  glorious (participle)</item><item>1b) (Hiphil) make glorious</item>       ","a primitive root;","heb","aw-dar'","""'�dar"" ","""?????"" "
"H1420","<item>1) greatness</item><item>1a) of man</item><item>1b) of God's greatness (as an attribute)</item>       ","or <w lemma=""?????????"" POS=""ghed-ool-law'"" xlit=""g?dull�h""/>; (shortened) or (less accurately) <w lemma=""??????????"" POS=""ghed-ool-law'"" xlit=""g?d�wll�h""/>; feminine of <w lemma=""???????"" POS=""gaw-dole'"" src=""1419"" xlit=""g�d�wl""/>;","heb","ghed-oo-law'","""g?d�wl�h"" ","""?????????"" "
"H1421","<item>1) revilings,  reviling words</item>       ","or (shortened) <w lemma=""???????"" POS=""ghid-doof'"" xlit=""gidduph""/>; and (feminine) <w lemma=""??????????"" POS=""ghid-doo-faw'"" xlit=""gidd�wph�h""/><note type=""x-typo"">xlit gidd�ph�h corrected to <catchWord>gidd�wph�h</catchWord>","heb","ghid-doof'","""gidd�wph"" ","""????????"" "
"H1422","<item>1) a taunt</item>       ","feminine passive participle of <w lemma=""??????"" POS=""gaw-daf'"" src=""1442"" xlit=""g�daph""/>;","heb","ghed-oo-faw'","""g?d�wph�h"" ","""?????????"" "
"H1423","<item>1) kid,  young male goat</item>       ","from the same as <w lemma=""??????"" POS=""gaw-daw'"" src=""1415"" xlit=""g�d�h""/>;","heb","ghed-ee'","""g?d�y"" ","""??????"" "
"H1424","<item>Gadi = ""my fortune""</item><item>1) the Gadite father of Menahem,  a king of Israel</item>       ","from <w lemma=""????"" POS=""gawd"" src=""1409"" xlit=""g�d""/>; fortunate;","x-pn","gaw-dee'","""G�d�y"" ","""??????"" "
"H1425","<item>Gadite = ""an invader: a troop: fortune""</item><item>1) one of the tribe descended from Gad</item>       ","patronymically from <w lemma=""????"" POS=""gawd"" src=""1410"" xlit=""G�d""/>;","x-pn","gaw-dee'","""G�d�y"" ","""??????"" "
"H1426","<item>Gaddi = ""my fortune""</item><item>1) the son of Susi,  spy from the tribe of Manasseh sent by Moses to spy out the land of Canaan</item>       ","intensive for <w lemma=""??????"" POS=""gaw-dee'"" src=""1424"" xlit=""G�d�y""/>;","x-pn","gad-dee'","""Gadd�y"" ","""???????"" "
"H1427","<item>Gaddiel = ""God is my fortune""</item><item>1) the spy from the tribe of Zebulun sent by Moses to spy out the land of Canaan</item>       ","from <w lemma=""????"" POS=""gawd"" src=""1409"" xlit=""g�d""/> and <w lemma=""???"" POS=""ale"" src=""410"" xlit=""'�l""/>; fortune of God;","x-pn","gad-dee-ale'","""Gadd�y'�l"" ","""??????????"" "
"H1428","<item>1) river bank,  shore</item>       ","or <w lemma=""???????"" POS=""gad-yaw'"" xlit=""gady�h""/>; the same as <w lemma=""??????"" POS=""gaw-daw'"" src=""1415"" xlit=""g�d�h""/>;","heb","ghid-yaw'","""gidy�h"" ","""????????"" "
"H1429","<item>1) kids,  young female goats</item>       ","feminine of <w lemma=""??????"" POS=""ghed-ee'"" src=""1423"" xlit=""g?d�y""/>;","heb","ghed-ee-yaw'","""g?d�y�h"" ","""?????????"" "
"H143","<item>Adar = ""glorious""</item><item>1) twelfth month,  corresponding to modern March-April</item>       ","probably of foreign derivation; perhaps meaning fire;","x-pn","ad-awr'","""'Ad�r"" ","""?????"" "
"H1430","<item>1) heap,  stack,  pile</item><item>2) tomb</item>       ","from an unused root (meaning to heap up);","heb","gaw-deesh'","""g�d�ysh"" ","""????????"" "
"H1431","<item>1) to grow,  become great or important,  promote,  make powerful,  praise, magnify, do great things</item><item>1a) (Qal)</item><item>1a1) to grow up</item><item>1a2) to become great</item><item>1a3) to be magnified</item><item>1b) (Piel)</item><item>1b1) to cause to grow</item><item>1b2) to make great,  powerful</item><item>1b3) to magnify</item><item>1c) (Pual) to be brought up</item><item>1d) (Hiphil)</item><item>1d1) to make great</item><item>1d2) to magnify</item><item>1d3) to do great things</item><item>1e) (Hithpael) to magnify oneself</item>       ","a primitive root; properly, to twist (compare <w lemma=""??????"" POS=""ghed-eel'"" src=""1434"" xlit=""g?dil""/>), i.e.","heb","gaw-dal'","""g�dal"" ","""??????"" "
"H1432","<item>1) becoming great,  growing up</item>       ","from <w lemma=""??????"" POS=""gaw-dal'"" src=""1431"" xlit=""g�dal""/>;","heb","gaw-dale'","""g�d�l"" ","""??????"" "
"H1433","<item>1) greatness</item><item>1a) greatness,  magnitude</item><item>1b) magnificence</item><item>1c) pride,  insolence (bad sense)</item>       ","from <w lemma=""??????"" POS=""gaw-dal'"" src=""1431"" xlit=""g�dal""/>;","heb","go'-del","""g�del"" ","""??????"" "
"H1434","<item>1) twisted threads,  tassels,  festoons</item><item>1a) tassels (on clothes)</item><item>1b) festoons (on capitals of columns)</item>       ","from <w lemma=""??????"" POS=""gaw-dal'"" src=""1431"" xlit=""g�dal""/> (in the sense of twisting);","heb","ghed-eel'","""g?dil"" ","""??????"" "
"H1435","<item>Giddel = ""very great""</item><item>1) the head of a family of temple slaves returning from exile with Zerubbabel</item><item>2) the head of the descendants of Solomon's servants returning from exile with Zerubbabel</item>       ","from <w lemma=""??????"" POS=""gaw-dal'"" src=""1431"" xlit=""g�dal""/>; stout;","x-pn","ghid-dale'","""Gidd�l"" ","""???????"" "
"H1436","<item>Gedaliah = ""Jehovah is great""</item><item>1) a son of Jeduthun in the time of David</item><item>2) son of Ahikam,  the governor of Judea appointed by Nebuchadnezzar</item><item>3) son of Pashur,  one of the chiefs of Jerusalem in the time of Jeremiah</item><item>4) son of Amariah and grandson of Hezekiah</item><item>5) a priest of the sons of Jeshua in the time of Ezra</item>       ","or (prolonged) <w lemma=""????????????"" POS=""ghed-al-yaw'-hoo"" xlit=""G?daly�h�w""/>; from <w lemma=""??????"" POS=""gaw-dal'"" src=""1431"" xlit=""g�dal""/> and <w lemma=""????"" POS=""yaw"" src=""3050"" xlit=""Y�hh""/>; Jah has become great;","x-pn","ghed-al-yaw'","""G?daly�h"" ","""???????????"" "
"H1437","<item>Giddalti = ""I make great""</item><item>1) one of the sons of Heman,  the king's seer</item>       ","from <w lemma=""??????"" POS=""gaw-dal'"" src=""1431"" xlit=""g�dal""/>; I have made great;","x-pn","ghid-dal'-tee","""Giddalt�y"" ","""????????????"" "
"H1438","<item>1) to cut,  hew,  chop,  cut down,  hew down,  hew off,  cut off,  cut in two,  shave off</item><item>1a) (Qal) to hew,  chop in two</item><item>1b) (Niphal) to be chopped off,  be hewn off</item><item>1c) (Piel) to cut off or down in two,  hew off or down in two</item><item>1d) (Pual) to chop down,  hew down</item>       ","a primitive root;","heb","gaw-dah'","""g�da?"" ","""??????"" "
"H1439","<item>Gideon = ""hewer""</item><item>1) youngest son of Joash of the Abiezrites,  fifth judge of Israel who led the Israelites against the Midianites</item>       ","from <w lemma=""??????"" POS=""gaw-dah'"" src=""1438"" xlit=""g�da?""/>; feller (i.e. warrior);","x-pn","ghid-ohn'","""Gid?�wn"" ","""?????????"" "
"H144","<item>Adar = ""glorious""</item><item>1) twelfth month,  corresponding to modern March or April</item>       ","(Aramaic) corresponding to <w lemma=""?????"" POS=""ad-awr'"" src=""143"" xlit=""'Ad�r""/>","arc","ad-awr'","""'Ad�r"" ","""?????"" "
"H1440","<item>Gidom = ""a cutting down""</item><item>1) the place where the Israelites ceased pursuing Benjamin,  apparently situated between Gibeah and the cliffs of Rimmon</item>       ","from <w lemma=""??????"" POS=""gaw-dah'"" src=""1438"" xlit=""g�da?""/>; a cutting (i.e. desolation);","x-pn","ghid-ohm'","""Gid?�m"" ","""????????"" "
"H1441","<item>Gideoni = ""my hewer""</item><item>1) a Benjamite,  father of Abidan</item>       ","from <w lemma=""??????"" POS=""gaw-dah'"" src=""1438"" xlit=""g�da?""/>; warlike (compare <w lemma=""?????????"" POS=""ghid-ohn'"" src=""1439"" xlit=""Gid?�wn""/>);","x-pn","ghid-o-nee'","""Gid?�n�y"" ","""??????????"" "
"H1442","<item>1) to revile men,  blaspheme God</item><item>1a) (Piel)</item><item>1a1) to revile (between men)</item><item>1a2) to blaspheme (God)</item>       ","a primitive root;","heb","gaw-daf'","""g�daph"" ","""??????"" "
"H1443","<item>1) to wall up,  wall off,  close off,  build a wall</item><item>1a) (Qal)</item><item>1a1) to wall up, shut off</item><item>1a2) masons (participle)</item>       ","a primitive root;","heb","gaw-dar'","""g�dar"" ","""??????"" "
"H1444","<item>1) wall,  fence</item>       ","from <w lemma=""??????"" POS=""gaw-dar'"" src=""1443"" xlit=""g�dar""/>;","heb","gheh'-der","""geder"" ","""??????"" "
"H1445","<item>Geder = ""wall""</item><item>1) one of the Canaanite towns captured in the Promised Land by Joshua and the Israelites</item>       ","; the same as <w lemma=""??????"" POS=""gheh'-der"" src=""1444"" xlit=""geder""/>;","x-pn","gheh'-der","""Geder"" ","""??????"" "
"H1446","<item>Gedor = ""wall""</item><item>n pr m</item><item>1) a son of Penuel</item><item>2) a son of Jered</item><item>3) a Benjamite of Gibeon</item><item>n pr loc</item><item>4) a town in the mountainous part of Judah a few miles north of Hebron</item>       ","or (fully) <w lemma=""???????"" POS=""ghed-ore'"" xlit=""G?d�wr""/>; from <w lemma=""??????"" POS=""gaw-dar'"" src=""1443"" xlit=""g�dar""/>; inclosure;","x-pn","ghed-ore'","""G?d�r"" ","""?????"" "
"H1447","<item>1) fence,  wall</item>       ","from <w lemma=""??????"" POS=""gaw-dar'"" src=""1443"" xlit=""g�dar""/>;","heb","gaw-dare'","""g�d�r"" ","""??????"" "
"H1448","<item>1) wall,  hedge</item><item>2) sheepfold (construct with 'sheep')</item>       ","feminine of <w lemma=""??????"" POS=""gaw-dare'"" src=""1447"" xlit=""g�d�r""/>;","heb","ghed-ay-raw'","""g?d�r�h"" ","""????????"" "
"H1449","<item>Gederah = ""wall""</item><item>1) a town of Judah in the lowland country</item>       ","the same as <w lemma=""????????"" POS=""ghed-ay-raw'"" src=""1448"" xlit=""g?d�r�h""/>;","heb","ghed-ay-raw'","""G?d�r�h"" ","""????????"" "
"H145","<item>1) glory,  magnificence</item><item>2) mantle,  cloak (as wide)</item>       ","from <w lemma=""?????"" POS=""aw-dar'"" src=""142"" xlit=""'�dar""/>;","heb","eh'-der","""'eder"" ","""?????"" "
"H1450","<item>Gederoth = ""walls""</item><item>1) a town in the low country of Judah</item>       ","plural of <w lemma=""????????"" POS=""ghed-ay-raw'"" src=""1448"" xlit=""g?d�r�h""/>; walls;","x-pn","ghed-ay-rohth'","""G?d�r�wth"" ","""?????????"" "
"H1451","<item>Gederite = ""a wall""</item><item>1) an inhabitant of Geder</item>       ","patrial from <w lemma=""??????"" POS=""gheh'-der"" src=""1445"" xlit=""Geder""/>;","x-pn","ghed-ay-ree'","""G?d�r�y"" ","""????????"" "
"H1452","<item>Gederathite = ""a wall""</item><item>1) an inhabitant of Gederah</item>       ","patrial from <w lemma=""????????"" POS=""ghed-ay-raw'"" src=""1449"" xlit=""G?d�r�h""/>;","x-pn","ghed-ay-raw-thee'","""G?d�r�th�y"" ","""??????????"" "
"H1453","<item>Gederothaim = ""two walls""</item><item>1) a town in the low country of Judah</item>       ","dual of <w lemma=""????????"" POS=""ghed-ay-raw'"" src=""1448"" xlit=""g?d�r�h""/>; double wall;","x-pn","ghed-ay-ro-thah'-yim","""G?d�r�thayim"" ","""????????????"" "
"H1454","<item>1) this,  such</item>       ","probably a clerical error for <w lemma=""???"" POS=""zeh"" src=""2088"" xlit=""zeh""/>;","heb","gay","""g�h"" ","""????"" "
"H1455","<item>1) (Qal) to depart</item><item>1a) to be cured,  healed (meton)</item>       ","a primitive root;","heb","gaw-haw'","""g�h�h"" ","""??????"" "
"H1456","<item>1) a cure,  a healing</item>       ","from <w lemma=""??????"" POS=""gaw-haw'"" src=""1455"" xlit=""g�h�h""/>;","heb","gay-haw'","""g�h�h"" ","""??????"" "
"H1457","<item>1) (Qal) to bend,  crouch</item>       ","a primitive root;","heb","gaw-har'","""g�har"" ","""??????"" "
"H1458","<item>1) the back</item>       ","another form for <w lemma=""????"" POS=""gave"" src=""1460"" xlit=""g�v""/>;","heb","gav","""gav"" ","""????"" "
"H1459","<item>1) midst,  the midst</item>       ","(Aramaic) corresponding to <w lemma=""????"" POS=""gave"" src=""1460"" xlit=""g�v""/>;","arc","gav","""gav"" ","""????"" "
"H146","<item>Addar or Adar = ""exceeding glorious""</item><item>1) son of Bela and Benjamin's grandson</item><item>2) city in Judah near Edom</item>       ","intensive from <w lemma=""?????"" POS=""aw-dar'"" src=""142"" xlit=""'�dar""/>; ample;","x-pn","ad-dawr'","""'Add�r"" ","""??????"" "
"H1460","<item>1) the back,  back,  midst</item>       ","from <w lemma=""??????"" POS=""gaw-aw'"" src=""1342"" xlit=""g�'�h""/> (corresponding to <w lemma=""???"" POS=""gab"" src=""1354"" xlit=""gab""/>);","heb","gave","""g�v"" ","""????"" "
"H1461","<item>1) to dig</item><item>1a) (Qal) diggers,  plowman (participle)</item>       ","a primitive root;","heb","goob","""g�wb"" ","""?????"" "
"H1462","<item>1) locusts</item>       ","from <w lemma=""?????"" POS=""goob"" src=""1461"" xlit=""g�wb""/>;","heb","gobe","""g�wb"" ","""?????"" "
"H1463","<item>Gog = ""mountain""</item><item>1) a Reubenite,  son of Shemaiah</item><item>2) the prophetic prince of Rosh,  Meshech and Tubal,  and Magog</item>       ","of uncertain derivation;","x-pn","gohg","""G�wg"" ","""?????"" "
"H1464","<item>1) to invade,  attack</item><item>1a) (Qal) to attack</item>       ","a primitive root (akin to <w lemma=""??????"" POS=""gaw-dad'"" src=""1413"" xlit=""g�dad""/>);","heb","goode","""g�wd"" ","""?????"" "
"H1465","<item>n f</item><item>1) the back</item><item>adv</item><item>2) (CLBL) behind</item>       ","feminine of <w lemma=""????"" POS=""gave"" src=""1460"" xlit=""g�v""/>;","heb","gay-vaw'","""g�v�h"" ","""??????"" "
"H1466","<item>1) pride,  a lifting up</item>       ","the same as <w lemma=""??????"" POS=""gay-vaw'"" src=""1465"" xlit=""g�v�h""/>;","heb","gay-vaw'","""g�v�h"" ","""??????"" "
"H1467","<item>1) pride</item>       ","(Aramaic) corresponding to <w lemma=""??????"" POS=""gay-vaw'"" src=""1466"" xlit=""g�v�h""/>","arc","gay-vaw'","""g�v�h"" ","""??????"" "
"H1468","<item>1) to pass over,  pass away</item><item>1a) (Qal) to pass away (of life)</item><item>2) (TWOT) to bring,  cut off</item>       ","a primitive root (compare <w lemma=""??????"" POS=""gaw-zaz'"" src=""1494"" xlit=""gaz�z""/>);","heb","gooz","""g�wz"" ","""?????"" "
"H1469","<item>1) a nestling,  young (of birds)</item>       ","or (shortened) <w lemma=""?????"" POS=""go-zawl'"" xlit=""g�z�l""/><note type=""x-typo"">lemma ???? missing vowel, corrected to <catchWord>?????</catchWord>","heb","go-zawl'","""g�wz�l"" ","""???????"" "
"H147","<item>1) threshing floor</item>       ","(Aramaic) intensive, from a root corresponding to <w lemma=""?????"" POS=""aw-dar'"" src=""142"" xlit=""'�dar""/>;","arc","id-dar'","""'iddar"" ","""??????"" "
"H1470","<item>Gozan = ""a cutting off""</item><item>1) the Mesopotamian city on or near the middle of the Euphrates where exiled Israelites were settled</item>       ","probably from <w lemma=""?????"" POS=""gooz"" src=""1468"" xlit=""g�wz""/>; a quarry (as a place of cutting stones);","x-pn","go-zawn'","""G�wz�n"" ","""???????"" "
"H1471","<item>n m</item><item>1) nation,  people</item><item>1a) nation,  people</item><item>1a1) usually of non-Hebrew people</item><item>1a2) of descendants of Abraham</item><item>1a3) of Israel</item><item>1b) of swarm of locusts,  other animals (fig.)</item><item>n pr m</item><item>1c) Goyim? = ""nations""</item>       ","rarely (shortened) <w lemma=""????"" POS=""go'-ee"" xlit=""g�y""/>; apparently from the same root as <w lemma=""??????"" POS=""gay-vaw'"" src=""1465"" xlit=""g�v�h""/> (in the sense of massing);","heb","go'-ee","""g�wy"" ","""?????"" "
